article_text,paragraphs,article,n_characters,news_site,article_text_eng
"2019-ben az Európai Bizottság elnöki tisztségére aspiráló csúcsjelöltként éppen abban látta a sikere zálogát, ha nekiront Magyarországnak,",20,21,138,Origo,"In 2019, as a top candidate aspiring for President of the European Commission, he saw the pledge of success in the event that he hit Hungary,"
Orbán Viktornak és a magyar kormánynak. De ez a stratégia már akkor sem jött be neki.,21,21,85,Origo,Viktor Orbán and the Hungarian government. But that strategy didn't work for him even then.
"Az Olaszország által sürgetett európai gazdasági támogatásokat nem Magyarország vétója, hanem a jogállamiságot ""politikai ostorként"" használó Európai Unió bénítja meg Kovács Zoltán nemzetközi kommunikációért felelős államtitkár szerint, akivel a Libero című olasz napilap közölt interjút szerdán.",1,22,296,Origo,"The European economic subsidies urged by Italy are not paralyzed by Hungary's veto, but by the European Union using the rule of law as a “political whip”, according to Minister of State for International Communications Zoltán Kovács, who was interviewed by the Italian newspaper Libero on Wednesday."
"Kovács Zoltán kijelentette, ""Olaszországnak nem Magyarország, hanem az Európai Unió okoz kárt"", mivel a járvány utáni gazdasági helyreállítást segítő támogatások ""bénulása"" Brüsszel felelősségének tulajdonítható.",2,22,212,Origo,"Zoltán Kovács stated that “Hungary is not causing damage to Italy, but the European Union”, as the “paralysis” of subsidies for post-epidemic economic recovery can be attributed to Brussels's responsibility."
"Olaszországra utalva, amely a legmagasabb összeget, több mint kétszázmilliárd euró támogatást vár helyreállításra, Kovács Zoltán hangsúlyozta, hogy a magyar kormány nem akarja magára hagyni a nehéz helyzetben levő tagállamokat.  Megjegyezte, hogy a harminc évre szóló európai hitelt azonban semmiképpen nem lehet ""diadalmenetnek"" nevezni.",3,22,338,Origo,"Referring to Italy, which expects the highest amount, more than two hundred billion euros in support for recovery, Zoltán Kovács stressed that the Hungarian government does not want to abandon the Member States in difficulty. He noted that, however, the European loan for thirty years cannot in any way be called a “triumph”."
"A jobboldali Libero az interjú bevezetőjében azt írta, Magyarország és Lengyelország vétója mindennapi témává vált, de a sajtóban ritkán szólaltatják meg az érdekelteket, attól tartva, hogy a ""lelkesen terjesztett európai narratíva"" visszájára fordulhat.",4,22,254,Origo,"In the introduction to the interview, Libero wrote that Hungary and Poland's veto has become a daily topic, but stakeholders are rarely spoken in the press, fearing that the “enthusiastically distributed European narrative” might turn back."
"Kovács Zoltán elmondta, hogy nem Magyarország változtatott álláspontján az uniós állam- és kormányfők júliusban elfogadott megállapodása óta. Brüsszel folyamodott ""politikai zsaroláshoz"", és a jogállamisághoz kötött feltételeket ""politikai ostorként használja azokkal szemben, akik nem akarnak beállni a sorba"". ",5,22,312,Origo,Kovács Zoltán said that Hungary has not changed its position since the agreement adopted by EU Heads of State or Government in July. Brussels has resorted to 'political blackmail' and uses the conditions linked to the rule of law as 'a political whip against those who do not want to stand in queue. '
"Azért zsarolnak bennünket, mert nem vesszük át a migránsokat  – jelentette ki.",6,22,78,Origo,"We are being blackmailed because we are not taking over migrants, he stated."
"Kovács Zoltán úgy vélte, a jogállamiság kérdése minden egyes alkalommal lendületet kap, amikor az EU magukat progresszívnek és migránsbarátnak valló erői nem tudják akaratukat ráerőltetni a migrációnak ellenálló tagállamokra.",7,22,225,Origo,Kovács Zoltán said that the issue of the rule of law is gaining momentum every time the EU's forces that claim themselves to be progressive and migrant-friendly cannot impose their will on migration-resistant Member States.
"– Az európai (...) vétót nem Magyarország, hanem azok okozták, akik az ezt kiváltó helyzetet előidézték – hangsúlyozta.",8,22,119,Origo,"“The European (...) veto was not caused by Hungary, but by those who caused this situation,” he stressed."
"Kifejtette, hogy a jogállamisághoz kötött feltételek ""politikai visszaélés és zsarolás alapjait vethetnék meg"". Nem zárta ki az EU-val való kompromisszum lehetőségét olyan megoldással, amely ""kizárólag jogi és nem politikai kritériumok"" alapján születik meg.",9,22,258,Origo,He explained that the conditions linked to the rule of law could “lay the foundations of political abuse and extortion”. It did not exclude the possibility of compromise with the EU with a solution based on 'only legal and non-political criteria'.
"Ezzel egy időben az olasz püspöki kar napilapja, a L'Avvenire szerdai számában Lengyelország és Magyarország szentszéki nagykövetének válaszlevelét közölte. Janusz Kotanski és Habsburg-Lotharingiai Eduard egy korábbi cikkre válaszolva visszautasította, hogy a két országot autoriternek és populistának minősítették,  hangoztatva, hogy ez nemcsak sértő, hanem valótlan is.",10,22,371,Origo,"At the same time, the daily newspaper of the Italian Bishop, L'Avvenire, published a reply letter from the Ambassador of Poland and Hungary to the Holy See on Wednesday. In response to an earlier article, Janusz Kotanski and Eduard of Habsburg-Lotharingia refused to classify the two countries as authoritarian and populist, saying that this is not only offensive, but also untrue."
"Sem Lengyelország, sem Magyarország nem fogad el olyan javaslatot, amelyet a másik elfogadhatatlannak tart - erről állapodott meg mai találkozóján Orbán Viktor és Mateusz Morawiecki. A politikai feltételekkel kapcsolatos jogszabályok megalkotása nem szükséges a válságkezeléshez, a költségvetéshez szükséges szavazataink viszont nélkülözhetetlenek és megkerülhetetlenek – mondta Orbán Viktor a közös sajtótájékoztatón.",1,23,418,Origo,"Neither Poland nor Hungary accept a proposal which the other considers unacceptable - that is what Viktor Orbán and Mateusz Morawiecki agreed at their meeting today. The drafting of legislation on political conditions is not necessary for crisis management, but our votes for the budget are essential and unavoidable, Mr. Orbán said at a joint press conference."
"Orbán Viktor a Karmelita kolostorban tartott sajtótájékoztatón azt mondta, a lengyelekkel találkozni jóban és rosszban is nagyszerű dolog.",2,23,138,Origo,"At a press conference held in the Carmelite Monastery, Mr. Orbán said that meeting Poles is a great thing for both good and bad."
"Nagyszerű dolgokról beszéltünk, hiszen a hazáink szuverenitásáról beszéltünk – hangsúlyozta a magyar miniszterelnök.",3,23,116,Origo,"We talked about great things, because we talked about the sovereignty of our homelands, the Hungarian Prime Minister stressed."
"Az Európai Parlament, az Európai Bizottság és a tagállamok között vita van. A júliusi EU-csúcson a vitás kérdéseket lezárni nem tudták, de adtak maguknak és a német elnökségnek időt arra, hogy az év végéig megpróbáljanak összhangot teremteni Brüsszel és a tagállamok érdekei között - mondta Orbán Viktor. Kiemelte: az összhang megteremtése nem sikerült. Továbbra is napirenden van a javaslat, hogy az unió költségvetésével összekötik az úgynevezett jogállamisági feltételeket. Ez Magyarország számára nem fogadható el.",4,23,518,Origo,"There is a debate between the European Parliament, the European Commission and the Member States. At the EU summit in July, they could not close the disputes, but they gave themselves and the German Presidency time to try to bring together the interests of Brussels and the Member States by the end of the year, Mr. Orbán said. He stressed that the coherence has not been achieved. The proposal to link the so-called rule of law conditions to the EU budget remains on the agenda. This cannot be accepted for Hungary."
